"","Season","Team","G","AB","PA","H","1B","2B","3B","HR","R","RBI","BB","IBB","SO","HBP","SF","SH","GDP","SB","CS","AVG.x","BB%","K%","BB/K","AVG.y","OBP","SLG","OPS","ISO","Spd","BABIP","UBR","wGDP","wSB","wRC","wRAA","wOBA","wRC+","O-Swing%","Z-Swing%","Swing%","O-Contact%","Z-Contact%","Contact%","Zone%","Pace","date_acquired","player_id","W","L","ERA","GS","CG","ShO","SV","HLD","BS","IP","TBF","ER","WP","BK","K/9","BB/9","K/BB","HR/9","K-BB%","AVG","WHIP","LOB%","ERA-","FIP-","FIP","G.x","PA.x","HR.x","R.x","RBI.x","SB.x","BsR","Off","Def","WAR","G.y","PA.y","HR.y","R.y","RBI.y","SB.y","F-Strike%","SwStr%","W.x","L.x","SV.x","GS.x","IP.x","GB%","HR/FB","ERA.x","xFIP","W.y","L.y","ERA.y","GS.y","SV.y","IP.y"
"313","2015","Mariners (AA)",2,7,8,3,2,1,0,0,1,0,1,0,0,0,0,0,0,0,2,0.429,"12.5%","0.0%",1,0.429,0.5,0.571,1.071,0.143,3.4,0.429,NA,NA,-0.8,2,1,0.493,210,NA,NA,NA,NA,NA,NA,NA,NA,2021-06-07,13613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"314","2015","Mariners (AAA)",65,261,287,82,65,12,2,3,41,29,20,0,32,0,3,3,4,20,3,0.314,"7.0%","11.1%",0.63,0.314,0.359,0.41,0.769,0.096,6.9,0.345,NA,NA,2.5,38,2.5,0.346,107,NA,NA,NA,NA,NA,NA,NA,NA,2021-06-07,13613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"315","2015","Mariners",57,219,247,62,43,14,3,2,25,17,24,0,43,0,2,2,1,8,4,0.283,"9.7%","17.4%",0.56,0.283,0.351,0.402,0.753,0.119,5.7,0.341,0,0.6,-0.1,31,3.3,0.33,112,"26.2%","59.8%","42.8%","70.1%","87.1%","81.8%","49.2%",19.7,2021-06-07,13613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"316","2016","Mariners (A-)",2,6,7,2,0,1,0,1,1,1,1,1,0,0,0,0,1,0,0,0.333,"14.3%","0.0%",1,0.333,0.429,1,1.429,0.667,0.1,0.2,NA,NA,0,2,1.3,0.584,253,NA,NA,NA,NA,NA,NA,NA,NA,2021-06-07,13613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"317","2016","Mariners (AAA)",7,28,31,6,4,2,0,0,5,2,2,0,1,0,1,0,0,2,0,0.214,"6.5%","3.2%",2,0.214,0.258,0.286,0.544,0.071,7.1,0.214,NA,NA,0.4,2,-2.3,0.246,41,NA,NA,NA,NA,NA,NA,NA,NA,2021-06-07,13613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"318","2016","Mariners",119,437,466,113,89,21,2,1,55,33,18,0,84,2,6,3,10,11,5,0.259,"3.9%","18.0%",0.21,0.259,0.287,0.323,0.61,0.064,5.2,0.313,1.6,-0.2,-0.1,35,-19.9,0.266,67,"31.5%","61.9%","48.0%","71.9%","88.2%","83.3%","54.4%",21.4,2021-06-07,13613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"319","2017","Diamondbacks (AAA)",70,311,338,105,69,23,7,6,62,41,25,1,34,2,0,0,5,7,2,0.338,"7.4%","10.1%",0.74,0.338,0.391,0.514,0.905,0.177,7.2,0.365,NA,NA,0.3,60,15.7,0.393,135,NA,NA,NA,NA,NA,NA,NA,NA,2021-06-07,13613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"320","2017","Diamondbacks",73,223,255,58,40,11,2,5,30,18,29,3,37,1,2,0,3,3,1,0.26,"11.4%","14.5%",0.78,0.26,0.345,0.395,0.74,0.135,4.7,0.29,0.5,0.6,0,31,-0.4,0.319,89,"25.6%","66.2%","47.0%","66.7%","90.0%","84.0%","52.7%",NA,2021-06-07,13613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"321","2018","Diamondbacks",153,520,580,135,83,26,12,14,68,59,54,3,79,3,2,1,12,6,1,0.26,"9.3%","13.6%",0.68,0.26,0.332,0.437,0.768,0.177,5.8,0.282,-1,-0.5,0.5,75,7.3,0.33,105,"24.0%","65.7%","45.4%","72.4%","90.4%","85.8%","51.3%",NA,2021-06-07,13613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"322","2019","Diamondbacks",144,569,628,187,110,36,9,32,97,92,53,2,86,4,2,0,7,10,2,0.329,"8.4%","13.7%",0.62,0.329,0.389,0.592,0.981,0.264,5.9,0.342,2.9,0.5,0.8,125,46,0.405,150,"28.3%","69.0%","47.5%","68.7%","90.0%","83.3%","47.3%",NA,2021-06-07,13613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"323","2020","Diamondbacks",45,181,195,52,35,14,1,2,19,17,7,0,21,4,3,0,2,1,0,0.287,"3.6%","10.8%",0.33,0.287,0.323,0.409,0.732,0.122,3.8,0.311,-0.8,0.5,0.1,24,-0.7,0.316,94,"30.4%","60.1%","45.0%","76.6%","93.2%","87.5%","49.4%",NA,2021-06-07,13613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"324","2021","THE BAT X",154,608,672,177,110,35,6,26,93,93,53,3,93,5,5,1,15,8,2,0.291,"7.9%","13.9%",0.57,0.291,0.351,0.496,0.847,0.205,5,0.305,NA,NA,0,107,22.6,0.36,123,NA,NA,NA,NA,NA,NA,NA,NA,2021-06-07,13613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"325","2021","THE BAT",154,608,671,174,112,34,6,21,89,84,52,2,94,5,5,1,15,8,3,0.286,"7.8%","14.0%",0.55,0.286,0.346,0.468,0.814,0.181,4.9,0.308,NA,NA,0,100,15.8,0.348,116,NA,NA,NA,NA,NA,NA,NA,NA,2021-06-07,13613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"326","2021","ATC",145,568,624,164,104,33,6,20,81,74,45,5,81,6,5,0,9,6,2,0.288,"7.2%","13.0%",0.55,0.288,0.344,0.476,0.82,0.188,4.7,0.304,NA,NA,-0.2,93,14.7,0.348,116,NA,NA,NA,NA,NA,NA,NA,NA,2021-06-07,13613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"327","2021","Depth Charts",154,600,665,172,108,36,8,21,87,75,52,2,90,6,4,2,NA,7,2,0.287,"7.8%","13.5%",0.58,0.287,0.348,0.476,0.824,0.188,5.3,0.307,0.3,NA,0,99,15,0.346,111,NA,NA,NA,NA,NA,NA,NA,NA,2021-06-07,13613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"328","2021","Steamer",150,597,670,171,108,35,6,22,93,77,57,1,90,7,5,4,NA,7,3,0.287,"8.5%","13.4%",0.64,0.287,0.353,0.474,0.827,0.187,4.8,0.305,0.4,NA,-0.1,101,16.4,0.348,113,NA,NA,NA,NA,NA,NA,NA,NA,2021-06-07,13613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"329","2021","ZiPS",153,580,635,167,104,35,9,19,79,69,45,2,86,6,4,0,9,7,2,0.288,"7.1%","13.5%",0.52,0.288,0.343,0.478,0.821,0.19,5.5,0.309,NA,NA,0.2,93,13.1,0.344,110,NA,NA,NA,NA,NA,NA,NA,NA,2021-06-07,13613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"330","2021","Diamondbacks (AAA)",2,6,7,2,2,0,0,0,2,2,1,0,2,0,0,0,0,0,0,0.333,"14.3%","28.6%",0.5,0.333,0.429,0.333,0.762,0,2.6,0.5,NA,NA,0,1,0.1,0.362,108,NA,NA,NA,NA,NA,NA,NA,NA,2021-06-07,13613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"331","2021","Diamondbacks",23,89,96,34,22,8,0,4,15,14,6,1,15,0,1,0,2,0,0,0.382,"6.3%","15.6%",0.4,0.382,0.417,0.607,1.023,0.225,1.4,0.423,0.1,-0.4,-0.1,21,9.5,0.433,175,"22.8%","59.3%","42.4%","75.6%","90.3%","86.7%","53.7%",NA,2021-06-07,13613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"332","2021","ZiPS (R)",83,316,345,94,59,20,4,11,44,39,24,1,47,3,2,0,NA,3,1,0.297,"7.0%","13.8%",0.51,0.297,0.351,0.491,0.841,0.193,5.2,0.32,-0.1,NA,0,55,14.1,0.36,128,NA,NA,NA,NA,NA,NA,NA,NA,2021-06-07,13613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"333","2021","Steamer (R)",93,370,414,105,67,22,3,12,55,46,34,1,57,4,3,3,NA,4,1,0.284,"8.3%","13.9%",0.6,0.284,0.348,0.461,0.809,0.177,4.4,0.306,0.2,NA,-0.2,62,13.3,0.35,121,NA,NA,NA,NA,NA,NA,NA,NA,2021-06-07,13613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"334","2021","Depth Charts (R)",95,359,397,104,66,22,4,12,52,44,30,1,55,3,3,1,NA,4,1,0.291,"7.6%","13.8%",0.55,0.291,0.349,0.476,0.825,0.185,4.9,0.313,0.2,NA,-0.1,61,14.6,0.355,124,NA,NA,NA,NA,NA,NA,NA,NA,2021-06-07,13613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"335","2021","THE BAT (R)",93,358,395,104,67,21,3,13,53,51,30,2,59,3,3,1,9,4,1,0.29,"7.7%","14.9%",0.51,0.29,0.348,0.475,0.822,0.185,4.8,0.314,NA,NA,-0.1,60,13.9,0.353,123,NA,NA,NA,NA,NA,NA,NA,NA,2021-06-07,13613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"336","2021","THE BAT X (RoS)",93,358,395,104,66,21,3,14,53,53,31,2,59,3,3,1,9,4,1,0.289,"7.8%","14.8%",0.53,0.289,0.348,0.481,0.829,0.191,4.5,0.312,NA,NA,-0.1,61,14.7,0.356,125,NA,NA,NA,NA,NA,NA,NA,NA,2021-06-07,13613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"337","Total","- - -",614,2238,2467,641,422,130,29,60,309,250,191,9,365,14,18,6,37,39,13,0.286,"7.7%","14.8%",0.52,0.286,0.344,0.451,0.795,0.164,5.6,0.317,3.3,1.1,1,341,45.1,0.339,110,"27.3%","64.5%","46.2%","71.0%","89.7%","84.3%","50.7%",20.8,2021-06-07,13613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"338","Postseason","- - -",4,17,17,7,4,0,2,1,4,2,0,0,5,0,0,0,0,0,0,0.412,"0.0%","29.4%",0,0.412,0.412,0.824,1.235,0.412,5.1,0.545,NA,NA,0,5,2.6,0.505,211,NA,NA,NA,NA,NA,NA,NA,NA,2021-06-07,13613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"339","2015","Average",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7.7%","20.4%",0.38,0.254,0.317,0.405,0.721,0.15,4.8,0.299,NA,NA,NA,NA,NA,0.313,NA,"28.6%","64.3%","46.9%","60.6%","86.5%","78.8%","51.3%",22.1,2021-06-07,13613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"340","2016","Average",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8.2%","21.1%",0.39,0.255,0.322,0.417,0.739,0.162,4.9,0.3,NA,NA,NA,NA,NA,0.318,NA,"28.2%","63.9%","46.5%","59.6%","85.9%","78.1%","51.3%",22.7,2021-06-07,13613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"341","2017","Average",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8.5%","21.6%",0.39,0.255,0.324,0.426,0.75,0.171,5,0.3,NA,NA,NA,NA,NA,0.321,NA,"26.3%","65.5%","46.5%","58.6%","84.6%","77.5%","51.3%",NA,2021-06-07,13613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"342","2018","Average",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8.5%","22.3%",0.38,0.248,0.318,0.409,0.728,0.161,5,0.296,NA,NA,NA,NA,NA,0.315,NA,"26.9%","65.3%","46.6%","57.0%","84.7%","76.9%","51.2%",NA,2021-06-07,13613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"343","2019","Average",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8.5%","23.0%",0.37,0.252,0.323,0.435,0.758,0.183,5,0.298,NA,NA,NA,NA,NA,0.32,NA,"28.7%","65.7%","47.0%","57.3%","84.6%","76.2%","49.5%",NA,2021-06-07,13613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"344","2020","Average",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9.2%","23.4%",0.39,0.245,0.322,0.418,0.74,0.173,5.2,0.292,NA,NA,NA,NA,NA,0.32,NA,"27.1%","65.2%","46.0%","55.1%","83.8%","75.2%","49.5%",NA,2021-06-07,13613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"345","2021","Average",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8.9%","24.1%",0.37,0.237,0.312,0.396,0.708,0.159,5.1,0.288,NA,NA,NA,NA,NA,0.309,NA,"26.6%","65.8%","46.7%","54.6%","83.2%","75.2%","51.1%",NA,2021-06-07,13613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"346","2014","Cardinals (R)",NA,NA,NA,4,NA,NA,NA,0,0,NA,0,0,9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-06-07,16918,NA,NA,NA,NA,0,0,NA,0,0,NA,22,0,0,0,13.5,0,NA,0,NA,NA,NA,"100.0%",NA,NA,1.01,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,0,0,0,4,6,"66.7%","0.0%",0,1.23,0,0,0,4,0,6
"347","2014","Cardinals (A+)",NA,NA,NA,11,NA,NA,NA,1,8,NA,4,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-06-07,16918,NA,NA,NA,NA,0,0,NA,0,0,NA,24,8,0,1,8.1,10.8,NA,2.7,NA,NA,NA,"51.5%",NA,NA,9.09,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,0,1,0,2,3.1,"23.5%","20.0%",21.6,6.24,0,1,21.6,2,0,3.1
"348","2015","Cardinals (A+)",NA,NA,NA,98,NA,NA,NA,2,34,NA,19,0,88,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-06-07,16918,NA,NA,NA,NA,0,0,NA,0,0,NA,426,19,8,1,7.52,1.62,NA,0.17,NA,NA,NA,"72.7%",NA,NA,2.28,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,NA,NA,8,5,0,19,105.1,"44.3%","1.9%",1.62,2.53,8,5,1.62,19,0,105.1
"349","2016","Cardinals (AA)",NA,NA,NA,63,NA,NA,NA,4,23,NA,10,0,88,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.289,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-06-07,16918,NA,NA,NA,NA,0,0,NA,0,0,NA,308,12,5,0,10.29,1.17,NA,0.47,NA,NA,NA,"74.9%",NA,NA,2.04,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,6,3,0,12,77,"37.7%","5.0%",1.4,2.58,6,3,1.4,12,0,77
"350","2016","Cardinals (AAA)",NA,NA,NA,2,NA,NA,NA,0,0,NA,2,0,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-06-07,16918,NA,NA,NA,NA,0,0,NA,0,0,NA,22,0,0,0,6,3,NA,0,NA,NA,NA,"100.0%",NA,NA,3.39,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,6,"37.5%","0.0%",0,5.39,1,0,0,1,0,6
"351","2016","Cardinals",NA,NA,NA,46,NA,NA,NA,7,29,NA,12,0,45,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.386,NA,NA,NA,NA,NA,NA,NA,"28.1%","67.9%","45.9%","67.0%","84.5%","78.6%","44.7%",NA,2021-06-07,16918,NA,NA,NA,NA,0,0,NA,0,0,NA,167,23,1,0,11.15,2.97,NA,1.73,NA,NA,NA,"61.8%",NA,NA,4.33,9,NA,NA,NA,NA,NA,NA,NA,NA,0.4,9,NA,NA,NA,NA,NA,"56.3%","9.8%",1,4,0,8,36.1,"30.7%","21.2%",5.7,3.34,1,4,5.7,8,0,36.1
"352","2017","Cardinals (AAA)",NA,NA,NA,63,NA,NA,NA,3,24,NA,19,1,76,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-06-07,16918,NA,NA,NA,NA,0,0,NA,0,0,NA,305,22,6,0,8.81,2.2,NA,0.35,NA,NA,NA,"74.9%",NA,NA,3.04,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,10,2,0,15,77.2,"44.4%","3.7%",2.55,3.96,10,2,2.55,15,0,77.2
