"","Season","Team","G.x","PA.x","HR.x","R.x","RBI.x","SB.x","BB%","K%","ISO","BABIP","AVG.x","OBP","SLG","wOBA","wRC+","BsR","Off","Def","WAR","G.y","AB","PA.y","H","1B","2B","3B","HR.y","R.y","RBI.y","BB","IBB","SO","HBP","SF","SH","GDP","SB.y","CS","AVG.y","O-Swing%","Z-Swing%","Swing%","O-Contact%","Z-Contact%","Contact%","Zone%","F-Strike%","SwStr%","date_acquired","player_id","G","PA","HR","R","RBI","SB","BB/K","OPS","Spd","UBR","wGDP","wSB","wRC","wRAA","Pace","W.x","L.x","SV.x","GS.x","IP.x","K/9","BB/9","HR/9","LOB%","GB%","HR/FB","ERA.x","FIP","xFIP","W.y","L.y","ERA.y","GS.y","CG","ShO","SV.y","HLD","BS","IP.y","TBF","ER","WP","BK"
"41","2019","Rays",16,57,2,8,7,0,"8.8%","31.6%",0.16,0.3,0.22,0.304,0.38,0.296,86,0.1,-0.9,-1,0,16,50,57,11,7,2,0,2,8,7,5,0,18,1,0,1,0,0,0,0.22,"39.7%","74.4%","53.2%","55.4%","82.1%","69.9%","39.0%","71.9%","16.0%",2021-06-08,16434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2020","2 Teams",15,54,3,7,8,0,"7.4%","20.4%",0.2,0.25,0.24,0.296,0.44,0.315,94,-0.2,-0.6,0.4,0.1,15,50,54,12,8,1,0,3,7,8,4,0,11,0,0,0,2,0,0,0.24,"37.8%","73.7%","51.8%","62.2%","87.5%","76.2%","39.0%","55.6%","12.3%",2021-06-08,16434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2020","Indians",1,0,0,0,0,0,"0.0%","0.0%",0,0,0,0,0,0,-100,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","","","","","",2021-06-08,16434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2020","Red Sox",14,54,3,7,8,0,"7.4%","20.4%",0.2,0.25,0.24,0.296,0.44,0.315,94,-0.2,-0.6,0.3,0.1,14,50,54,12,8,1,0,3,7,8,4,0,11,0,0,0,2,0,0,0.24,"37.8%","73.7%","51.8%","62.2%","87.5%","76.2%","39.0%","55.6%","12.3%",2021-06-08,16434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2021","THE BAT X",78,333,10,39,37,2,"6.7%","23.4%",0.162,0.305,0.253,0.31,0.414,0.311,92,NA,NA,NA,NA,78,304,333,77,49,16,1,10,39,37,22,2,78,4,2,1,7,2,1,0.253,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-06-08,16434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2021","THE BAT",78,334,11,39,38,2,"6.8%","23.4%",0.164,0.302,0.251,0.309,0.415,0.311,91,NA,NA,NA,NA,78,304,334,77,49,16,1,11,39,38,23,2,78,4,2,1,7,2,1,0.251,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-06-08,16434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2021","ATC",52,208,7,25,25,1,"6.7%","22.0%",0.169,0.302,0.255,0.313,0.424,0.314,94,NA,NA,NA,NA,52,190,208,49,31,11,1,7,25,25,14,2,46,2,0,1,5,1,1,0.255,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-06-08,16434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2021","Depth Charts",78,336,11,40,44,3,"6.6%","21.3%",0.172,0.304,0.259,0.315,0.432,0.315,91,-0.2,-4,1.2,0.9,78,307,336,80,50,18,1,11,40,44,22,1,72,4,2,2,NA,3,1,0.259,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-06-08,16434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2021","Steamer",78,308,10,38,37,3,"6.9%","21.7%",0.168,0.304,0.258,0.315,0.426,0.314,90,-0.2,-4.1,-0.1,0.6,78,279,308,72,45,16,1,10,38,37,21,0,67,3,2,2,NA,3,1,0.258,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-06-08,16434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2021","ZiPS",78,296,10,34,42,2,"6.4%","20.9%",0.176,0.303,0.261,0.315,0.438,0.317,92,-0.2,-3.1,2.4,0.9,78,272,296,71,44,16,1,10,34,42,19,1,62,3,1,1,9,2,1,0.261,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-06-08,16434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2021","Red Sox (AAA)",3,12,0,1,2,0,"8.3%","33.3%",0.1,0.143,0.1,0.167,0.2,0.165,-8,NA,NA,NA,NA,3,10,12,1,0,1,0,0,1,2,1,0,4,0,1,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-06-08,16434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2021","Red Sox",31,102,1,13,10,1,"3.9%","24.5%",0.14,0.403,0.301,0.35,0.441,0.346,118,1.1,3.4,2,0.9,31,93,102,28,17,10,0,1,13,10,4,0,25,3,0,1,1,1,0,0.301,"40.6%","78.9%","56.0%","66.0%","83.5%","75.9%","40.3%","65.7%","13.5%",2021-06-08,16434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2021","ZiPS (R)",50,184,5,22,24,1,"5.9%","21.7%",0.169,0.322,0.269,0.321,0.438,0.329,107,0.1,1.6,1.6,1,50,168,184,45,28,12,0,5,22,24,11,0,40,3,1,1,NA,1,0,0.269,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-06-08,16434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2021","Steamer (R)",49,203,5,22,21,2,"6.1%","22.9%",0.143,0.302,0.247,0.301,0.39,0.302,89,-0.1,-2.7,0.1,0.4,49,185,203,46,29,11,1,5,22,21,12,0,46,3,1,1,NA,2,1,0.247,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-06-08,16434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2021","Depth Charts (R)",50,212,6,24,25,2,"6.0%","22.3%",0.156,0.312,0.258,0.311,0.414,0.315,98,-0.1,-0.6,1.3,0.8,50,194,212,50,31,12,1,6,24,25,13,0,47,3,1,1,NA,2,1,0.258,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-06-08,16434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2021","THE BAT (R)",45,191,5,22,20,1,"5.8%","25.1%",0.142,0.311,0.246,0.299,0.388,0.3,88,NA,NA,NA,NA,45,176,191,43,29,10,0,5,22,20,11,0,48,3,1,1,4,1,1,0.246,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-06-08,16434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2021","THE BAT X (RoS)",45,191,5,22,19,1,"5.7%","25.1%",0.141,0.313,0.248,0.3,0.389,0.301,88,NA,NA,NA,NA,45,176,191,44,29,9,1,5,22,19,11,0,48,3,1,1,4,1,1,0.248,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-06-08,16434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","Total","- - -",116,407,10,42,45,2,"6.6%","25.1%",0.14,0.304,0.24,0.3,0.38,0.295,84,-0.2,-8.6,2.2,0.7,116,371,407,89,58,20,1,10,42,45,27,1,102,5,1,2,7,2,2,0.24,"35.1%","74.3%","52.1%","62.3%","86.9%","77.5%","43.3%","61.7%","11.7%",2021-06-08,16434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2017","Average",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"29.9%","66.7%","46.4%","62.9%","85.5%","77.5%","45.0%","60.3%","10.4%",2021-06-08,16434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2018","Average",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30.9%","67.3%","46.6%","62.8%","85.5%","76.9%","43.0%","60.6%","10.7%",2021-06-08,16434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2019","Average",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"31.6%","68.5%","47.0%","62.7%","84.9%","76.2%","41.8%","60.9%","11.1%",2021-06-08,16434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2020","Average",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30.6%","67.8%","45.9%","61.4%","84.2%","75.3%","41.2%","59.9%","11.3%",2021-06-08,16434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2021","Average",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30.9%","68.1%","46.6%","61.8%","83.7%","75.3%","42.3%","60.1%","11.5%",2021-06-08,16434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2009","Astros (R)",NA,NA,NA,NA,NA,NA,"4.4%","12.4%",0.101,0.333,0.295,0.336,0.396,0.347,120,NA,NA,NA,NA,NA,207,NA,61,45,12,3,NA,NA,NA,10,0,28,4,2,2,8,NA,2,0.295,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-06-08,10472,53,225,1,35,27,8,0.36,0.732,7.5,NA,NA,0.6,30,5.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2010","Astros (A-)",NA,NA,NA,NA,NA,NA,"5.3%","13.2%",0.118,0.314,0.28,0.322,0.398,0.334,106,NA,NA,NA,NA,NA,246,NA,69,47,18,1,NA,NA,NA,14,0,35,2,2,1,5,NA,0,0.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-06-08,10472,60,265,3,31,33,3,0.4,0.72,4.7,NA,NA,0.5,33,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","2011","Astros (A)",NA,NA,NA,NA,NA,NA,"12.4%","13.3%",0.079,0.283,0.247,0.341,0.326,0.316,91,NA,NA,NA,NA,NA,215,NA,53,40,11,0,NA,NA,NA,31,0,33,0,0,3,8,NA,2,0.247,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-06-08,10472,62,249,2,30,17,0,0.94,0.667,2.1,NA,NA,-1,28,-2.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2012","Astros (A+)",NA,NA,NA,NA,NA,NA,"5.4%","10.5%",0.143,0.297,0.275,0.318,0.418,0.324,89,NA,NA,NA,NA,NA,378,NA,104,67,25,7,NA,NA,NA,22,0,43,3,3,5,9,NA,2,0.275,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-06-08,10472,100,411,5,52,49,4,0.51,0.736,5.8,NA,NA,-0.2,51,-6.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2012","Astros (AA)",NA,NA,NA,NA,NA,NA,"4.5%","10.2%",0.062,0.268,0.247,0.299,0.309,0.282,72,NA,NA,NA,NA,NA,81,NA,20,17,2,0,NA,NA,NA,4,0,9,2,0,1,4,NA,2,0.247,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-06-08,10472,23,88,1,7,3,2,0.44,0.607,3,NA,NA,-0.5,7,-2.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2013","Astros (AA)",NA,NA,NA,NA,NA,NA,"7.0%","14.5%",0.14,0.253,0.236,0.297,0.375,0.301,89,NA,NA,NA,NA,NA,437,NA,103,70,18,2,NA,NA,NA,34,2,70,5,2,5,13,NA,3,0.236,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-06-08,10472,116,483,13,53,46,5,0.49,0.672,3.9,NA,NA,-0.3,49,-6.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2014","Astros (AA)",NA,NA,NA,NA,NA,NA,"7.0%","7.0%",0.15,0.333,0.325,0.372,0.475,0.386,144,NA,NA,NA,NA,NA,40,NA,13,9,3,0,NA,NA,NA,3,0,3,0,0,0,0,NA,0,0.325,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-06-08,10472,10,43,1,9,5,0,1,0.847,2.6,NA,NA,0,7,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","2014","Astros (AAA)",NA,NA,NA,NA,NA,NA,"6.2%","8.7%",0.17,0.346,0.337,0.38,0.508,0.387,129,NA,NA,NA,NA,NA,264,NA,89,62,17,2,NA,NA,NA,18,1,25,2,3,2,10,NA,5,0.337,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-06-08,10472,67,289,8,41,31,6,0.72,0.887,4.6,NA,NA,-1.1,49,11.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","2014","Marlins (AAA)",NA,NA,NA,NA,NA,NA,"11.9%","15.5%",0.153,0.276,0.25,0.345,0.403,0.337,97,NA,NA,NA,NA,NA,72,NA,18,11,5,0,NA,NA,NA,10,0,13,1,1,0,1,NA,1,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-06-08,10472,21,84,2,8,6,0,0.77,0.748,1.6,NA,NA,-0.5,11,-0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","2014","2 Teams",NA,NA,NA,NA,NA,NA,"9.0%","15.7%",0.174,0.278,0.248,0.321,0.421,0.329,112,NA,NA,NA,NA,NA,121,NA,30,18,6,3,NA,NA,NA,12,0,21,1,0,0,1,NA,0,0.248,"25.2%","60.8%","44.1%","68.8%","90.8%","84.9%","53.0%",NA,NA,2021-06-08,10472,42,134,3,13,14,0,0.57,0.742,3.6,0.5,0.6,-0.1,16,1.9,21.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2014","Astros",NA,NA,NA,NA,NA,NA,"9.0%","12.4%",0.136,0.319,0.284,0.348,0.42,0.341,121,NA,NA,NA,NA,NA,81,NA,23,16,4,2,NA,NA,NA,8,0,11,0,0,0,0,NA,0,0.284,"23.8%","62.8%","44.8%","65.0%","91.9%","85.3%","53.8%",NA,NA,2021-06-08,10472,24,89,1,10,8,0,0.73,0.768,3.9,0.4,0.6,-0.1,12,2.1,21.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","2014","Marlins",NA,NA,NA,NA,NA,NA,"8.9%","22.2%",0.25,0.179,0.175,0.267,0.425,0.305,94,NA,NA,NA,NA,NA,40,NA,7,2,2,1,NA,NA,NA,4,0,10,1,0,0,1,NA,0,0.175,"27.9%","56.7%","42.6%","75.0%","88.2%","84.0%","51.1%",NA,NA,2021-06-08,10472,18,45,2,3,6,0,0.4,0.692,2.7,0.1,0,0,5,-0.2,21.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","2015","Dodgers (AAA)",NA,NA,NA,NA,NA,NA,"6.3%","21.9%",0.085,0.2,0.169,0.219,0.254,0.217,21,NA,NA,NA,NA,NA,59,NA,10,7,2,0,NA,NA,NA,4,0,14,0,1,0,2,NA,0,0.169,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-06-08,10472,16,64,1,6,9,1,0.29,0.473,4.6,NA,NA,0.2,2,-6.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","2015","Dodgers",NA,NA,NA,NA,NA,NA,"5.0%","21.1%",0.183,0.364,0.307,0.346,0.49,0.359,132,NA,NA,NA,NA,NA,202,NA,62,41,12,2,NA,NA,NA,11,0,46,2,2,1,3,NA,2,0.307,"31.2%","63.7%","47.6%","53.9%","85.3%","75.1%","50.4%",NA,NA,2021-06-08,10472,76,218,7,24,22,0,0.24,0.836,3.4,-0.3,-0.1,-0.9,32,7.9,20.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","2016","Dodgers (R)",NA,NA,NA,NA,NA,NA,"0.0%","0.0%",0,0,0,0,0,0,-98,NA,NA,NA,NA,NA,8,NA,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-06-08,10472,2,8,0,0,0,0,0,0,0.1,NA,NA,0,-1,-2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","2016","Dodgers (A+)",NA,NA,NA,NA,NA,NA,"20.0%","30.0%",0.125,0.6,0.375,0.5,0.5,0.456,179,NA,NA,NA,NA,NA,8,NA,3,2,1,0,NA,NA,NA,2,0,3,0,0,0,0,NA,0,0.375,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-06-08,10472,2,10,0,2,0,1,0.67,1,6.2,NA,NA,0.2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","2016","Dodgers (AA)",NA,NA,NA,NA,NA,NA,"11.1%","33.3%",0,0,0,0.111,0,0.078,-63,NA,NA,NA,NA,NA,8,NA,0,0,0,0,NA,NA,NA,1,0,3,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-06-08,10472,2,9,0,0,0,0,0.33,0.111,0.1,NA,NA,0,-1,-1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","2016","Dodgers",NA,NA,NA,NA,NA,NA,"11.5%","26.2%",0.134,0.234,0.19,0.283,0.324,0.27,67,NA,NA,NA,NA,NA,216,NA,41,26,8,0,NA,NA,NA,28,1,64,0,0,0,3,NA,0,0.19,"27.4%","61.9%","44.5%","48.9%","83.8%","73.0%","49.6%",NA,NA,2021-06-08,10472,109,244,7,25,18,2,0.44,0.607,3.2,-0.3,0.4,0.3,19,-9.8,21.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","2017","Dodgers",NA,NA,NA,NA,NA,NA,"12.0%","23.4%",0.205,0.254,0.215,0.308,0.421,0.31,92,NA,NA,NA,NA,NA,297,NA,64,27,24,2,NA,NA,NA,41,2,80,0,3,1,4,NA,0,0.215,"24.3%","68.7%","46.8%","54.8%","82.5%","75.4%","50.7%",NA,NA,2021-06-08,10472,140,342,11,46,37,3,0.51,0.729,5.1,1.8,1.1,0.4,39,-3.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","2018","Dodgers",NA,NA,NA,NA,NA,NA,"10.8%","16.9%",0.214,0.266,0.256,0.336,0.47,0.342,118,NA,NA,NA,NA,NA,402,NA,103,62,17,3,NA,NA,NA,50,5,78,1,5,4,3,NA,0,0.256,"21.4%","65.8%","43.5%","58.2%","86.7%","79.6%","49.7%",NA,NA,2021-06-08,10472,145,462,21,67,52,3,0.64,0.806,4.6,2,1.5,0.3,64,10.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","2019","Dodgers (R)",NA,NA,NA,NA,NA,NA,"25.0%","12.5%",0.167,0.6,0.5,0.625,0.667,0.594,249,NA,NA,NA,NA,NA,6,NA,3,2,1,0,NA,NA,NA,2,0,1,0,0,0,0,NA,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-06-08,10472,2,8,0,1,0,0,2,1.292,0.8,NA,NA,0,3,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","2019","Dodgers",NA,NA,NA,NA,NA,NA,"7.8%","21.1%",0.174,0.266,0.237,0.304,0.411,0.301,88,NA,NA,NA,NA,NA,414,NA,98,61,19,1,NA,NA,NA,36,3,97,6,4,0,9,NA,0,0.237,"28.1%","68.0%","47.1%","50.4%","87.3%","75.7%","47.6%",NA,NA,2021-06-08,10472,130,460,17,57,64,4,0.37,0.715,4.1,1.1,-0.2,0.6,51,-7.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
